파일명,파일크기(Kb),카메라제조사,f수,ISO감도,촬영일자,촬영시각,이미지크기,위도,경도
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_1,1115,Canon,11,100,2022-09-29,10:36:00,2160x1080,35.81123333,128.4773861
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_2,1633,Canon,11,100,2022-09-29,10:12:00,2160x1080,35.81071945,128.4779972
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_3,1640,Canon,11,100,2022-09-29,10:12:00,2160x1080,35.81071945,128.4779972
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_4,1645,Canon,11,100,2022-09-29,10:13:00,2160x1080,35.81080555,128.4779195
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_5,1778,Canon,11,100,2022-09-29,10:14:00,2160x1080,35.81080555,128.4779195
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_6,1911,Canon,11,100,2022-09-29,10:14:00,2160x1080,35.81080555,128.4779195
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_7,1777,Canon,11,100,2022-09-29,10:15:00,2160x1080,35.81088333,128.4778611
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_8,1585,Canon,11,100,2022-09-29,10:16:00,2160x1080,35.81088333,128.4778611
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_9,1651,Canon,11,100,2022-09-29,10:17:00,2160x1080,35.81096388,128.4777972
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_10,1639,Canon,11,100,2022-09-29,10:18:00,2160x1080,35.81096388,128.4777972
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_11,1705,Canon,11,100,2022-09-29,10:19:00,2160x1080,35.81095555,128.4776778
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_12,1561,Canon,11,100,2022-09-29,10:20:00,2160x1080,35.81098055,128.4779056
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_13,1565,Canon,11,100,2022-09-29,10:20:00,2160x1080,35.81101945,128.477875
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_14,1729,Canon,11,100,2022-09-29,10:21:00,2160x1080,35.81114167,128.4778889
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_15,1668,Canon,11,100,2022-09-29,10:22:00,2160x1080,35.81114167,128.4778889
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_16,1641,Canon,11,100,2022-09-29,10:23:00,2160x1080,35.81114722,128.4778639
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_17,1516,Canon,11,100,2022-09-29,10:23:00,2160x1080,35.81116112,128.4777833
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_18,1397,Canon,11,100,2022-09-29,10:25:00,2160x1080,35.81120278,128.4776611
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_19,1443,Canon,11,100,2022-09-29,10:25:00,2160x1080,35.81120278,128.4776611
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_20,1470,Canon,11,100,2022-09-29,10:26:00,2160x1080,35.81112778,128.4776139
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_21,2300,Canon,11,100,2022-09-29,10:28:00,2160x1080,35.81113333,128.4775222
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_22,2100,Canon,11,100,2022-09-29,10:29:00,2160x1080,35.81113612,128.4774945
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_23,1331,Canon,11,100,2022-09-29,10:31:00,2160x1080,35.81119167,128.4775861
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_24,1326,Canon,11,100,2022-09-29,10:32:00,2160x1080,35.81116388,128.477601
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_25,1331,Canon,11,100,2022-09-29,10:33:00,2160x1080,35.81116112,128.4775695
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_26,1349,Canon,11,100,2022-09-29,10:37:00,2160x1080,35.81118333,128.4772806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_27,1258,Canon,11,100,2022-09-29,10:38:00,2160x1080,35.81118333,128.4772806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_28,1343,Canon,11,100,2022-09-29,10:39:00,2160x1080,35.81118333,128.4772806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_29,1324,Canon,11,100,2022-09-29,10:40:00,2160x1080,35.81123055,128.4773722
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_30,1314,Canon,11,100,2022-09-29,10:41:00,2160x1080,35.81123612,128.4774945
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_31,1343,Canon,11,100,2022-09-29,10:42:00,2160x1080,35.81123612,128.4774945
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_32,1437,Canon,11,100,2022-09-29,10:43:00,2160x1080,35.81131667,128.4775389
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_33,1275,Canon,11,100,2022-09-29,10:44:00,2160x1080,35.81140833,128.4775556
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_34,1261,Canon,11,100,2022-09-29,10:46:00,2160x1080,35.81140833,128.4775556
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_35,1415,Canon,11,100,2022-09-29,10:46:00,2160x1080,35.81146112,128.4776611
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_36,1534,Canon,11,100,2022-09-29,10:48:00,2160x1080,35.811551,128.4776917
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_37,1437,Canon,11,100,2022-09-29,10:49:00,2160x1080,35.811551,128.4776917
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_38,1453,Canon,11,100,2022-09-29,10:50:00,2160x1080,35.81158888,128.4777833
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_39,1426,Canon,11,100,2022-09-29,10:51:00,2160x1080,35.81158888,128.4777833
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_40,1489,Canon,11,100,2022-09-29,10:52:00,2160x1080,35.81167222,128.4778445
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_41,1495,Canon,11,100,2022-09-29,10:52:00,2160x1080,35.81167222,128.4778445
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_42,1534,Canon,11,100,2022-09-29,10:53:00,2160x1080,35.81173055,128.4779361
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_43,1559,Canon,11,100,2022-09-29,10:53:00,2160x1080,35.81173055,128.4779361
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_44,1609,Canon,11,100,2022-09-29,10:54:00,2160x1080,35.81170278,128.4780445
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_45,1709,Canon,11,100,2022-09-29,10:55:00,2160x1080,35.81170278,128.4780445
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_46,1924,Canon,11,100,2022-09-29,10:57:00,2160x1080,35.81170278,128.4780445
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_47,1569,Canon,11,100,2022-09-29,10:59:00,2160x1080,35.81161945,128.4780889
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_48,1433,Canon,11,100,2022-09-29,11:00:00,2160x1080,35.81154445,128.4779806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_49,1451,Canon,11,100,2022-09-29,11:01:00,2160x1080,35.81154445,128.4779806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_50,1494,Canon,11,100,2022-09-29,11:02:00,2160x1080,35.81149722,128.4780278
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_51,1485,Canon,11,100,2022-09-29,11:03:00,2160x1080,35.81143055,128.4779195
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_52,1483,Canon,11,100,2022-09-29,11:05:00,2160x1080,35.81136112,128.4778611
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_53,1390,Canon,11,100,2022-09-29,11:06:00,2160x1080,35.81136112,128.4778611
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_54,1371,Canon,11,100,2022-09-29,11:07:00,2160x1080,35.81133888,128.4778445
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_55,1402,Canon,11,100,2022-09-29,11:09:00,2160x1080,35.81127222,128.4777972
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_56,1302,Canon,11,100,2022-09-29,11:11:00,2160x1080,35.81128333,128.4778028
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_57,1362,Canon,11,100,2022-09-29,11:12:00,2160x1080,35.81131388,128.4777222
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_58,1405,Canon,11,100,2022-09-29,11:13:00,2160x1080,35.81134722,128.4776139
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_59,1569,Canon,11,100,2022-09-29,11:14:00,2160x1080,35.81134722,128.4776139
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_60,1381,Canon,11,100,2022-09-29,11:17:00,2160x1080,35.81124445,128.4778139
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_61,1986,Canon,11,100,2022-09-29,14:30:00,2160x1080,35.81048612,128.4772806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_62,1405,Canon,11,100,2022-09-29,11:20:00,2160x1080,35.81124445,128.4778139
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_63,1443,Canon,11,100,2022-09-29,11:22:00,2160x1080,35.81114445,128.4778445
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_64,1372,Canon,11,100,2022-09-29,11:23:00,2160x1080,35.81121388,128.4779361
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_65,1651,Canon,11,100,2022-09-29,11:24:00,2160x1080,35.81121388,128.4779361
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_66,1703,Canon,11,100,2022-09-29,11:25:00,2160x1080,35.81121388,128.4779361
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_67,1515,Canon,11,100,2022-09-29,11:27:00,2160x1080,35.81121388,128.4779361
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_68,1517,Canon,11,100,2022-09-29,11:28:00,2160x1080,35.81130555,128.4779361
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_69,1445,Canon,11,100,2022-09-29,11:29:00,2160x1080,35.81130555,128.4779361
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_70,1368,Canon,11,100,2022-09-29,11:30:00,2160x1080,35.81136388,128.4780278
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_71,1456,Canon,11,100,2022-09-29,11:31:00,2160x1080,35.81145833,128.4780111
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_72,1403,Canon,11,100,2022-09-29,11:32:00,2160x1080,35.81146667,128.4781639
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_73,1519,Canon,11,100,2022-09-29,11:34:00,2160x1080,35.81146667,128.4781639
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_74,1511,Canon,11,100,2022-09-29,11:35:00,2160x1080,35.81151388,128.4780583
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_75,1398,Canon,11,100,2022-09-29,11:36:00,2160x1080,35.81151388,128.4780583
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_76,1949,Canon,11,100,2022-09-29,11:37:00,2160x1080,35.81158612,128.4781806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_77,2000,Canon,11,100,2022-09-29,11:38:00,2160x1080,35.81153612,128.4781222
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_78,1955,Canon,11,100,2022-09-29,11:39:00,2160x1080,35.81153888,128.4782111
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_79,1769,Canon,11,100,2022-09-29,11:40:00,2160x1080,35.81153888,128.4782111
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_80,1821,Canon,11,100,2022-09-29,11:42:00,2160x1080,35.811501,128.4782417
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_81,1542,Canon,11,100,2022-09-29,11:45:00,2160x1080,35.81135278,128.4780722
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_82,1668,Canon,11,100,2022-09-29,11:58:00,2160x1080,35.81135555,128.478151
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_83,1939,Canon,11,100,2022-09-29,12:00:00,2160x1080,35.81126945,128.4781195
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_84,2100,Canon,11,100,2022-09-29,12:01:00,2160x1080,35.81125555,128.478225
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_85,2200,Canon,11,100,2022-09-29,12:02:00,2160x1080,35.81125555,128.478225
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_86,1952,Canon,11,100,2022-09-29,12:04:00,2160x1080,35.81132778,128.4783028
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_87,1655,Canon,11,100,2022-09-29,12:05:00,2160x1080,35.811375,128.4784083
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_88,1830,Canon,11,100,2022-09-29,12:06:00,2160x1080,35.81138888,128.4782861
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_89,1796,Canon,11,100,2022-09-29,12:08:00,2160x1080,35.81146945,128.4783472
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_90,1651,Canon,11,100,2022-09-29,12:09:00,2160x1080,35.81096388,128.4777972
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_91,1543,Canon,11,100,2022-09-29,12:11:00,2160x1080,35.81139445,128.4784083
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_92,1542,Canon,11,100,2022-09-29,12:13:00,2160x1080,35.81139445,128.4784083
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_93,1544,Canon,11,100,2022-09-29,12:14:00,2160x1080,35.81132222,128.4784861
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_94,1634,Canon,11,100,2022-09-29,12:15:00,2160x1080,35.81125278,128.4784083
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_95,1613,Canon,11,100,2022-09-29,12:17:00,2160x1080,35.81123612,128.4783945
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_96,1660,Canon,11,100,2022-09-29,12:18:00,2160x1080,35.81116945,128.4783028
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_97,1684,Canon,11,100,2022-09-29,12:20:00,2160x1080,35.81111945,128.4783472
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_98,1993,Canon,11,100,2022-09-29,12:21:00,2160x1080,35.81111945,128.4783472
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_99,2200,Canon,11,100,2022-09-29,12:22:00,2160x1080,35.81118333,128.4781806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_100,2000,Canon,11,100,2022-09-29,12:24:00,2160x1080,35.81120555,128.4781639
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_101,2100,Canon,11,100,2022-09-29,12:26:00,2160x1080,35.81123055,128.4781639
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_102,1920,Canon,11,100,2022-09-29,12:28:00,2160x1080,35.81119167,128.4780583
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_103,1808,Canon,11,100,2022-09-29,12:29:00,2160x1080,35.81119167,128.4780583
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_104,1905,Canon,11,100,2022-09-29,12:31:00,2160x1080,35.81128055,128.4780889
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_105,1772,Canon,11,100,2022-09-29,12:33:00,2160x1080,35.81130555,128.4779667
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_106,1725,Canon,11,100,2022-09-29,12:34:00,2160x1080,35.81126112,128.4780583
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_107,1655,Canon,11,100,2022-09-29,12:35:00,2160x1080,35.81118055,128.4780111
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_108,1669,Canon,11,100,2022-09-29,12:37:00,2160x1080,35.81114167,128.477925
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_109,1675,Canon,11,100,2022-09-29,12:39:00,2160x1080,35.811101,128.4779056
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_110,1615,Canon,11,100,2022-09-29,12:40:00,2160x1080,35.811101,128.4779056
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_111,1709,Canon,11,100,2022-09-29,12:42:00,2160x1080,35.81108888,128.4780111
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_112,1810,Canon,11,100,2022-09-29,12:44:00,2160x1080,35.81102222,128.4780639
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_113,1884,Canon,11,100,2022-09-29,12:45:00,2160x1080,35.811051,128.478151
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_114,2100,Canon,11,100,2022-09-29,12:47:00,2160x1080,35.81116112,128.4781639
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_115,1806,Canon,11,100,2022-09-29,12:49:00,2160x1080,35.81114167,128.4780722
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_116,1821,Canon,11,100,2022-09-29,12:50:00,2160x1080,35.81114167,128.4780722
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_117,1837,Canon,11,100,2022-09-29,12:51:00,2160x1080,35.81106667,128.4781667
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_118,1672,Canon,11,100,2022-09-29,12:53:00,2160x1080,35.81099722,128.4781806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_119,1828,Canon,11,100,2022-09-29,12:55:00,2160x1080,35.81103055,128.4782861
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_120,1433,Canon,11,100,2022-09-29,13:25:00,2160x1080,35.81028333,128.4782556
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_121,1629,Canon,11,100,2022-09-29,13:28:00,2160x1080,35.81025555,128.4780278
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_122,1684,Canon,11,100,2022-09-29,13:29:00,2160x1080,35.81034167,128.4780583
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_123,1622,Canon,11,100,2022-09-29,13:29:00,2160x1080,35.81042778,128.4780111
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_124,1534,Canon,11,100,2022-09-29,13:30:00,2160x1080,35.81046667,128.4779417
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_125,1599,Canon,11,100,2022-09-29,13:31:00,2160x1080,35.81047778,128.4779195
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_126,1771,Canon,11,100,2022-09-29,13:33:00,2160x1080,35.81052222,128.4779056
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_127,1730,Canon,11,100,2022-09-29,13:34:00,2160x1080,35.81061388,128.4778611
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_128,1558,Canon,11,100,2022-09-29,13:35:00,2160x1080,35.81061112,128.477875
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_129,1511,Canon,11,100,2022-09-29,13:36:00,2160x1080,35.81061112,128.477875
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_130,1806,Canon,11,100,2022-09-29,13:37:00,2160x1080,35.81052778,128.4778278
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_131,1727,Canon,11,100,2022-09-29,13:38:00,2160x1080,35.81052778,128.4778278
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_132,1813,Canon,11,100,2022-09-29,13:38:00,2160x1080,35.81043888,128.4778445
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_133,1811,Canon,11,100,2022-09-29,13:40:00,2160x1080,35.81053612,128.4778611
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_134,2100,Canon,11,100,2022-09-29,13:41:00,2160x1080,35.81048055,128.4777222
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_135,1807,Canon,11,100,2022-09-29,13:45:00,2160x1080,35.81054445,128.4777528
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_136,1719,Canon,11,100,2022-09-29,13:46:00,2160x1080,35.81054445,128.4777528
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_137,1709,Canon,11,100,2022-09-29,13:47:00,2160x1080,35.81058888,128.477775
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_138,1814,Canon,11,100,2022-09-29,13:48:00,2160x1080,35.81062222,128.4778139
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_139,2300,Canon,11,100,2022-09-29,13:50:00,2160x1080,35.81011388,128.4778889
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_140,2200,Canon,11,100,2022-09-29,14:01:00,2160x1080,35.81023888,128.4778139
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_141,2000,Canon,11,100,2022-09-29,14:03:00,2160x1080,35.81026945,128.4777056
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_142,1901,Canon,11,100,2022-09-29,14:04:00,2160x1080,35.81034167,128.4777833
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_143,2000,Canon,11,100,2022-09-29,14:05:00,2160x1080,35.81034167,128.4777833
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_144,2100,Canon,11,100,2022-09-29,14:07:00,2160x1080,35.810425,128.4777528
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_145,1784,Canon,11,100,2022-09-29,14:09:00,2160x1080,35.81035555,128.4776778
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_146,1935,Canon,11,100,2022-09-29,14:10:00,2160x1080,35.81035555,128.4776778
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_147,2000,Canon,11,100,2022-09-29,14:12:00,2160x1080,35.81035555,128.4776778
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_148,2200,Canon,11,100,2022-09-29,14:13:00,2160x1080,35.81044722,128.4776778
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_149,1989,Canon,11,100,2022-09-29,14:15:00,2160x1080,35.81046667,128.4774945
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_150,1997,Canon,11,100,2022-09-29,14:17:00,2160x1080,35.81048333,128.4775056
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_151,1592,Canon,11,100,2022-09-29,14:29:00,2160x1080,35.81039722,128.4772472
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_152,1408,Canon,11,100,2022-09-29,15:11:00,2160x1080,35.810851,128.476975
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_153,1368,Canon,11,100,2022-09-29,15:12:00,2160x1080,35.810875,128.476975
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_154,1314,Canon,11,100,2022-09-29,15:13:00,2160x1080,35.81096945,128.4770056
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_155,902,Canon,11,100,2022-09-29,15:13:00,2160x1080,35.8109444,128.4768833
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_156,1347,Canon,11,100,2022-09-29,15:14:00,2160x1080,35.81094445,128.4768833
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_157,1418,Canon,11,100,2022-09-29,15:15:00,2160x1080,35.81094445,128.4768833
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_158,1347,Canon,11,100,2022-09-29,15:15:00,2160x1080,35.81100833,128.476975
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_159,1255,Canon,11,100,2022-09-29,15:16:00,2160x1080,35.81100833,128.476975
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_160,1347,Canon,11,100,2022-09-29,15:17:00,2160x1080,35.81105833,128.4770667
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_161,1345,Canon,11,100,2022-09-29,15:18:00,2160x1080,35.81110278,128.4770972
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_162,1369,Canon,11,100,2022-09-29,15:19:00,2160x1080,35.81110278,128.4770972
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_163,1280,Canon,11,100,2022-09-29,15:20:00,2160x1080,35.81119445,128.4771278
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_164,1325,Canon,11,100,2022-09-29,15:22:00,2160x1080,35.81119445,128.4771278
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_165,1306,Canon,11,100,2022-09-29,15:22:00,2160x1080,35.81119445,128.4771278
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_166,1338,Canon,11,100,2022-09-29,15:23:00,2160x1080,35.81127222,128.4771889
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_167,1312,Canon,11,100,2022-09-29,15:24:00,2160x1080,35.81127222,128.4771889
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_168,1281,Canon,11,100,2022-09-29,15:24:00,2160x1080,35.81135278,128.4772333
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_169,1229,Canon,11,100,2022-09-29,15:25:00,2160x1080,35.81135278,128.4772333
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_170,1239,Canon,11,100,2022-09-29,15:25:00,2160x1080,35.81143888,128.4772806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_171,1257,Canon,11,100,2022-09-29,15:26:00,2160x1080,35.81143888,128.4772806
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_172,1255,Canon,11,100,2022-09-29,15:27:00,2160x1080,35.81149722,128.4773556
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_173,1096,Canon,11,100,2022-09-29,15:28:00,2160x1080,35.81149722,128.4773556
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_174,1229,Canon,11,100,2022-09-29,15:30:00,2160x1080,35.81149722,128.4773556
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_175,1139,Canon,11,100,2022-09-29,15:31:00,2160x1080,35.81149722,128.4773556
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_176,1325,Canon,11,100,2022-09-29,15:32:00,2160x1080,35.81156112,128.4774306
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_177,1313,Canon,11,100,2022-09-29,15:33:00,2160x1080,35.81156112,128.4774306
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_178,1290,Canon,11,100,2022-09-29,15:34:00,2160x1080,35.81161945,128.4775222
대구광역시 달성군_사문진나루터_360 VR 이미지데이터_주막촌_179,1239,Canon,11,100,2022-09-29,15:36:00,2160x1080,35.81171112,128.4775389
